"","SampleID","NOAASampleNumber","NOAASetName","SampleType","Species","MPG","RiverSystem","Site","Habitat","SnohomishONLYRegion","LifeHistory","MeanCompFL_mm","MeanCompWt_g","CountOfHATCHERYfishInComp","CountOfNATURALfishInComp","%Natural","MajorityOrigin","CollectionDate","Lipids_%","HCB ","aHCH ","bHCH ","lindane ","SumHCHs ","achlor ","cno ","bchlor ","hept ","HPE ","no3 ","oxychlor ","tno ","SumCHLDs ","aldrin ","diel ","mirex ","eslf1 ","cb17 ","cb18 ","cb28 ","cb31 ","cb33 ","cb44 ","cb49 ","cb52 ","cb66 ","cb70 ","cb74 ","cb82 ","cb87 ","cb95 ","cb99 ","cb101 ","cb105 ","cb110 ","cb118 ","cb128 ","cb138 ","cb149 ","cb151 ","cb153 ","cb156 ","cb158 ","cb170 ","cb171 ","cb177 ","cb180 ","cb183 ","cb187 ","cb191 ","cb194 ","cb195 ","cb199 ","cb205 ","cb206 ","cb208 ","cb209 ","Sum40CBs ","TotalPCBs ","opDDD ","opdde ","opDDT ","ppDDD ","ppDDE ","ppDDT ","SumDDTs ","BDE28 ","BDE47 ","BDE49 ","BDE66 ","BDE85 ","BDE99 ","BDE100 ","BDE153 ","BDE154 ","BDE155 ","BDE183 ","SumBDE ","Br5DE04 ","Br5DE05 ","Br6DE01 ","Br7DE01 ","SampleFlag","SampleNote","Task_number","LabStartDate","InstDateCH","Project","PeakAreaN_Vs","PercentN","PercentN_Accuracy","PercentN_Precision","d15NvsAirN2_permil","d15N_Accuracy","d15N_Precision","PeakAreaC_Vs","PercentC","PercentC_Accuracy","PercentC_Precision","d13CvsVPDB_permil","d13C_Accuracy","d13C_Precision","PeakAreaS_Vs","PercentS","PercentS_Accuracy","PercentS_Precision","d34SvsVCDT_permil","d34S_Accuracy","d34S_Precision"
"47","16SKO-TW_Dfp02r1","119-3523rh","PS3439","Whole Body Minus Guts","Chinook salmon","Central Western","Skokomish","R2-09","Delta",NA,"fry/parr",65.762,3.3,5,0,0,"Hatchery","Spring 2016",0.73938717592524,"< 0.51","< 0.50","< 0.51","< 0.51","< 0.51","< 0.51","< 0.50","< 0.50","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","0.64","0.73","0.67","0.53","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.50","< 0.51","< 0.51","< 0.51","0.74","< 0.51","0.79","0.68","< 0.51",1,"0.62","< 0.51",1.3,"< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51",7.7,10,"< 0.51","< 0.51","< 0.51","< 0.50",1.5,"< 0.51",1.5,"< 0.50","0.64","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","< 0.51","0.64","< 0.51","< 0.51","< 0.51","< 0.51",NA,"Dried up before GC runs; rerun on HPLC w set PS3459, and rerun for POPs with PS3459.  Will be rerun for PAHs with PS3454.  JLB 1/16/2017","JuvChinC",2016-10-31,2017-01-10,"2016_Juvenile_Chinook",171.925,12.3103,-0.097837,0.17252,11.1371,0.0058048,0.12101,110.056,44.8091,1.3875,0.63868,-19.4718,0.013954,0.032888,63.895,1.0507,-0.041718,0.1494,11.4885,-0.18225,0.18161
"48","16SKO-TW_Dfp02r2","119-3524","PS3439","Whole Body Minus Guts","Chinook salmon","Central Western","Skokomish","R2-09","Delta",NA,"fry/parr",77.1125,5.25,4,0,0,"Hatchery","Spring 2016",1.35019994716992,"< 0.19","< 0.18","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","0.21","0.51","0.65","0.57999999999999896","0.41","0.28000000000000003","0.23","0.4","0.27","0.38","< 0.19","< 0.19","0.25","0.42","0.37","0.66","0.24","0.61","0.56000000000000005","< 0.19",0.92,"0.48","< 0.19",0.99,"< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","0.23","< 0.19","0.26","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19",9.9,12,"< 0.19","< 0.19","< 0.19","0.21",1.5,"< 0.19",1.7,"< 0.19","0.5","0.25","< 0.19","< 0.19","0.33","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","1.1000000000000001","< 0.19","< 0.19","< 0.19","< 0.19",NA,NA,"JuvChinC",2016-10-31,2016-12-09,"2016_Juvenile_Chinook",173.314,12.527,-0.097837,0.17252,11.49,0.0058048,0.12101,110.623,45.4624,1.3875,0.63868,-18.6708,0.013954,0.032888,58.06,0.93281,-0.041718,0.1494,12.4455,-0.18225,0.18161
"49","16LKW-TW_Dp01r1","119-3525","PS3439","Whole Body Minus Guts","Chinook salmon","South","Lk Washington","Webster Point","Freshwater",NA,"parr",81.7475,6.4875,4,4,50,"Hatchery/Wild","Spring 2016",2.04395512202275,"0.49","< 0.18","< 0.19","< 0.19","< 0.19","0.64","0.59","0.26","< 0.19","< 0.19","< 0.19","0.56999999999999895","1.4","3.4","< 0.19","1.3","< 0.19","< 0.19","0.2","0.45","0.56000000000000005","0.49","0.36","0.32","0.3","0.5","0.34","0.45","0.19","< 0.19","0.39","0.57999999999999896","0.62","1.1000000000000001","0.43","0.99","1","0.34",1.8,"0.82","0.21",1.9,"< 0.19","< 0.19","0.25","< 0.19","< 0.19","0.61","< 0.19","0.55000000000000004","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19",16,21,"0.21","< 0.19","< 0.19","1.1000000000000001",5.2,"0.57999999999999896",7.1,"< 0.19","1.4","0.36","< 0.19","< 0.19","0.66","0.36","< 0.19","< 0.19","< 0.19","< 0.19","2.8","< 0.19","< 0.19","< 0.19","< 0.19",NA,NA,"JuvChinC",2016-10-31,2016-12-09,"2016_Juvenile_Chinook",180.656,11.6433,-0.097837,0.17252,11.0792,0.0058048,0.12101,120.537,44.2048,1.3875,0.63868,-26.0641,0.013954,0.032888,54.86,0.89075,-0.041718,0.1494,5.4714,-0.18225,0.18161
"50","16LKW-TW_Dp01r2","119-3526","PS3439","Whole Body Minus Guts","Chinook salmon","South","Lk Washington","Webster Point","Freshwater",NA,"parr",88.47875,8.2125,5,3,37.5,"Hatchery/Wild","Spring 2016",2.46182547037881,"0.5","< 0.13","< 0.13","< 0.13","< 0.13","0.61","0.49","0.27","< 0.13","0.23","< 0.13","0.45","1.1000000000000001","3.1","< 0.13","1.4","< 0.13","< 0.13","0.23","0.54","0.66","0.56999999999999895","0.42","0.36","0.36","0.6","0.41","0.53","0.22","< 0.13","0.45","0.73","0.65","1.2","0.44","1.1000000000000001","1","0.33",1.8,"0.85","0.25",1.9,"< 0.13","0.15","0.26","< 0.13","0.17","0.56999999999999895","0.17","0.53","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13",17,22,"0.28000000000000003","< 0.13","0.18","1.3",4.8,"0.72",7.3,"< 0.13","1.3","0.36","< 0.13","< 0.13","0.9","0.34","< 0.13","< 0.13","< 0.13","< 0.13","2.9","< 0.13","< 0.13","< 0.13","< 0.13",NA,NA,"JuvChinC",2016-10-31,2016-12-09,"2016_Juvenile_Chinook",186.501,12.8565,-0.097837,0.17252,10.6221,0.0058048,0.12101,129.719,50.9156,1.3875,0.63868,-25.0768,0.013954,0.032888,52.826,0.89539,-0.041718,0.1494,5.5894,-0.18225,0.18161
"51","16EL-TW_Dfp02r2","119-3550","PS3441","Whole Body Minus Guts","Chinook salmon","North West","Elwha","WESC","Delta",NA,"fry/parr",51.405,1.6625,0,8,100,"Wild","Spring 2016",1.13052896186554,"< 0.23","< 0.22","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.46","0.54","0.52","0.39","< 0.23","< 0.23","0.24","< 0.23","0.3","< 0.23","< 0.23","0.23","0.24","0.24","0.45","< 0.23","0.52","0.51","< 0.23",0.79,"0.34","< 0.23",0.83,"< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23",6.6,8.1,"< 0.23","< 0.23","< 0.23","< 0.22",0.84,"< 0.23",0.84,"< 0.23","0.54","< 0.23","< 0.23","< 0.23","0.56000000000000005","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","1.1000000000000001","< 0.23","< 0.23","< 0.23","< 0.23",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",160.921,11.0217,-0.17912,0.094443,8.97,-0.050213,0.081003,102.571,38.8497,-0.25449,0.36234,-24.8368,0.038265,0.040037,58.454,0.94028,0.60833,0.17219,4.7123,-0.091715,0.090516
"52","16EL-TW_Dfp02r3","119-3551","PS3441","Whole Body Minus Guts","Chinook salmon","North West","Elwha","WESC","Delta",NA,"fry/parr",63.874,3.18,0,5,100,"Wild","Spring 2016",1.07311737740485,"< 0.21","< 0.20","< 0.21","< 0.21","< 0.21","< 0.21","< 0.20","< 0.20","< 0.20","< 0.21","< 0.21","< 0.20","< 0.21","< 0.21","< 0.20","< 0.20","< 0.21","< 0.21","< 0.20","0.42","0.49","0.45","0.33","< 0.20","< 0.21","0.24","< 0.21","0.27","< 0.21","< 0.20","< 0.21","0.22","< 0.21","0.38","< 0.21","0.44","0.38","< 0.21",0.53,"0.26","< 0.20",0.51,"< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.20","< 0.21","< 0.21",4.9,6.3,"< 0.21","< 0.21","< 0.20","< 0.20",0.43,"< 0.21",0.43,"< 0.20","0.25","< 0.21","< 0.21","< 0.21","0.35","< 0.21","< 0.20","< 0.21","< 0.21","< 0.21","0.6","< 0.21","< 0.21","< 0.21","< 0.21",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",187.42,12.1195,-0.17912,0.094443,8.2335,-0.050213,0.081003,118.208,42.2584,-0.25449,0.36234,-23.8694,0.038265,0.040037,57.813,0.96804,0.60833,0.17219,4.29,-0.091715,0.090516
"53","16EL-TW_Dfp02r4","119-3552","PS3441","Whole Body Minus Guts","Chinook salmon","North West","Elwha","WESC","Delta",NA,"fry/parr",68.83,4.14,1,4,80,"Wild","Spring 2016",1.11640567915054,"< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.42","0.49","0.44","0.33","< 0.21","< 0.22","0.22","< 0.21","0.24","< 0.21","< 0.21","< 0.21","< 0.21","< 0.22","0.34","< 0.21","0.42","0.36","< 0.21",0.54,"0.24","< 0.21",0.53,"< 0.21","< 0.21","< 0.22","< 0.22","< 0.22","< 0.21","< 0.21","< 0.21","< 0.22","< 0.21","< 0.21","< 0.22","< 0.21","< 0.21","< 0.21","< 0.21",4.59999999999999,5.8,"< 0.21","< 0.22","< 0.21","< 0.21",0.5,"< 0.21",0.5,"< 0.21","0.25","< 0.21","< 0.22","< 0.21","0.26","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.51","< 0.21","< 0.21","< 0.21","< 0.21",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",183.837,12.7854,-0.17912,0.094443,7.6943,-0.050213,0.081003,116.388,44.7503,-0.25449,0.36234,-23.6993,0.038265,0.040037,56.494,0.93626,0.60833,0.17219,2.3382,-0.091715,0.090516
"54","16EL-TW_Dfp02r5","119-3553","PS3441","Whole Body Minus Guts","Chinook salmon","North West","Elwha","WESC","Delta",NA,"fry/parr",72.21,4.84,1,4,80,"Wild","Spring 2016",1.68148916521165,"< 0.17","< 0.16","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","0.19","0.48","0.55000000000000004","0.51","0.36","0.2","< 0.17","0.25","0.19","0.27","< 0.17","< 0.17","0.2","0.23","0.19","0.38","0.21","0.46","0.45","< 0.17",0.59,"0.23","< 0.17",0.55,"< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17",6.5,7.7,"< 0.17","< 0.17","< 0.17","< 0.16",0.34,"< 0.17",0.34,"< 0.17","0.26","0.19","< 0.17","< 0.17","0.21","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","0.67","< 0.17","< 0.17","< 0.17","< 0.17",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",178.535,12.7388,-0.17912,0.094443,6.8456,-0.050213,0.081003,115.971,45.7408,-0.25449,0.36234,-23.5604,0.038265,0.040037,52.036,0.88983,0.60833,0.17219,0.96738,-0.091715,0.090516
"55","16DU-TW_Dfp01","119-3554","PS3441","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Herring's House","Delta",NA,"fry/parr",60.5483333333333,2.46666666666667,0,6,100,"Wild","Spring 2016",1.48087649815869,"0.28000000000000003","< 0.18","< 0.18","< 0.18","< 0.18","0.34","0.26","< 0.18","< 0.18","< 0.18","< 0.18","0.32","0.7","1.6","< 0.18","0.31","< 0.18","< 0.18","0.28999999999999898","0.75","1.1000000000000001","0.89","0.52","0.72","0.89","1.4","1.3","0.95","0.69","< 0.18","0.91","1.4","2.2000000000000002","3.1","1.3","2.6","3","0.92",6.2,"2.2999999999999901","0.81",7,"0.5","0.61","1.2","0.34","0.57999999999999896","2.5","0.82","1.5","< 0.18","0.3","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18",50,64,"< 0.18","< 0.18","< 0.18","0.55000000000000004",3.2,"0.34",4.09999999999999,"< 0.18","1.7","0.31","< 0.18","< 0.18","1.1000000000000001","0.44","< 0.18","< 0.18","< 0.18","< 0.18","3.5","< 0.18","< 0.18","< 0.18","< 0.18",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",204.087,12.4636,-0.17912,0.094443,11.5682,-0.050213,0.081003,133.9,45.1866,-0.25449,0.36234,-20.1196,0.038265,0.040037,57.073,1.0264,0.60833,0.17219,13.0238,-0.091715,0.090516
"56","16DU-TW_Dfp02","119-3555","PS3441","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Herring's House Armor","Delta",NA,"fry/parr",73.59,4.6,4,1,20,"Hatchery","Spring 2016",2.37860413998487,"0.38","< 0.16","< 0.16","< 0.16","< 0.16","0.25","0.2","< 0.16","< 0.16","< 0.16","< 0.16","0.31","0.54","1.3","< 0.16","0.41","< 0.16","< 0.16","0.63","1.4","2.2000000000000002","1.6","0.62","1.2","1","1.8","1.1000000000000001","1.4","0.72","< 0.16","0.69","1.3","0.99","1.9","0.63","1.7","1.5","0.38",2.5,"1.3","0.38",2.8,"< 0.16","0.2","0.38","< 0.16","0.26","1","0.28999999999999898","0.87","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16",33,39,"< 0.16","< 0.16","< 0.16","0.54",2.29999999999999,"0.21",3.1,"< 0.16","1.2","0.31","< 0.16","< 0.16","0.92","0.33","< 0.16","< 0.16","< 0.16","< 0.16","2.8","< 0.16","< 0.16","< 0.16","< 0.16",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",153.84,11.7893,-0.17912,0.094443,11.8421,-0.050213,0.081003,106.267,45.009,-0.25449,0.36234,-21.5209,0.038265,0.040037,52.177,0.9345,0.60833,0.17219,13.0338,-0.091715,0.090516
"57","16DU-TW_Dfp03r1","119-3556","PS3441","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Opposite Slip 4 Mainstem","Delta",NA,"fry/parr",58.2333333333333,2.31666666666667,0,6,100,"Wild","Spring 2016",1.25009071018324,"0.48","< 0.13","< 0.14","< 0.14","< 0.14","0.22","0.18","< 0.14","< 0.14","< 0.14","< 0.14","0.32","0.55000000000000004","1.3","< 0.14","0.22","< 0.14","< 0.14","0.22","0.56999999999999895","0.69","0.63","0.4","0.41","0.43","0.72","0.5","0.56000000000000005","0.27","< 0.14","0.42","0.79","0.75","1.2","0.47","1.2","1.1000000000000001","0.36",2.29999999999999,"1.1000000000000001","0.38",2.4,"0.15","0.19","0.38","< 0.14","0.25","0.82","0.27","0.73","< 0.14","0.15","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14",21,26,"< 0.14","< 0.14","< 0.14","0.4",2.8,"0.34",3.6,"< 0.14","0.91","0.27","< 0.14","< 0.14","0.63","0.24","< 0.14","< 0.14","< 0.14","< 0.14","2","< 0.14","< 0.14","< 0.14","< 0.14",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",166.465,12.0823,-0.17912,0.094443,11.7079,-0.050213,0.081003,109.032,43.7496,-0.25449,0.36234,-20.6531,0.038265,0.040037,63.068,1.1286,0.60833,0.17219,13.3229,-0.091715,0.090516
"58","16DU-TW_Dfp03r2","119-3557","PS3441","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Opposite Slip 4 Mainstem","Delta",NA,"fry/parr",72.676,4.44,1,4,80,"Wild","Spring 2016",1.16898707261081,"0.98","< 0.14","< 0.15","< 0.15","< 0.15","0.28999999999999898","0.34","0.19","< 0.15","< 0.15","< 0.15","0.2","1.1000000000000001","2.1","< 0.14","0.31","< 0.15","< 0.15","0.5","1.1000000000000001","1.5","1.2","0.52","0.8","0.89","1.5","1.1000000000000001","1.1000000000000001","0.68","< 0.14","0.9","2","2.2999999999999901","2.7","1.3","3.1","3","1.2",8.6,"3.7","1.5",9.4,"0.57999999999999896","0.85","1.8","0.61","1.3","4.3","1.5","3.4","< 0.15","0.35","0.27","< 0.15","< 0.15","0.22","< 0.15","< 0.15",66,86,"< 0.15","< 0.15","< 0.15","0.59",3,"0.71",4.3,"< 0.14","1.7","0.28999999999999898","< 0.15","< 0.15","2.5","1","0.32","0.22","< 0.15","< 0.15","6.1","< 0.15","< 0.15","< 0.15","< 0.15",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",187.425,12.3676,-0.17912,0.094443,12.3832,-0.050213,0.081003,119.867,43.723,-0.25449,0.36234,-19.733,0.038265,0.040037,59.221,1.0183,0.60833,0.17219,14.3658,-0.091715,0.090516
"59","16DU-TW_Dfp04r1","119-3558","PS3441","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Slip 4","Delta",NA,"fry/parr",57.5533333333333,2.21666666666667,0,6,100,"Wild","Spring 2016",1.19751152280429,"0.26","< 0.21","< 0.21","< 0.21","< 0.21","0.24","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.28000000000000003","0.56000000000000005","1.1000000000000001","< 0.21","0.22","< 0.21","< 0.21","0.38","0.87","0.89","0.83","0.48","0.53","0.65","1.1000000000000001","0.59","0.68","0.32","< 0.21","0.5","0.92","0.94","1.5","0.6","1.4","1.4","0.43",2.7,"1.2","0.41",2.9,"< 0.21","0.23","0.45","< 0.21","0.25","1","0.32","0.81","< 0.21","0.27","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21",26,32,"< 0.21","< 0.21","< 0.21","0.41",2.8,"0.27",3.5,"< 0.21","1.1000000000000001","0.27","< 0.21","< 0.21","0.7","0.25","< 0.21","< 0.21","< 0.21","< 0.21","2.2999999999999901","< 0.21","< 0.21","< 0.21","< 0.21",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",169.931,12.1505,-0.17912,0.094443,11.7466,-0.050213,0.081003,111.638,44.1259,-0.25449,0.36234,-20.4679,0.038265,0.040037,60.5,1.0336,0.60833,0.17219,13.2828,-0.091715,0.090516
"60","16DU-TW_Dfp04r2","119-3559","PS3441","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Slip 4","Delta",NA,"fry/parr",70.935,4.05,2,2,50,"Hatchery/Wild","Spring 2016",2.26960114778295,"0.41","< 0.16","< 0.17","< 0.17","< 0.17","0.34","0.28999999999999898","< 0.16","< 0.17","< 0.17","< 0.17","0.42","0.98","2","< 0.17","0.59","< 0.17","< 0.17","1.4","3","3.7","2.7","0.86","2.1","2.7","4.9000000000000004","1.9","2.2999999999999901","1.2","0.27","1.4","2.7","2.4","4.0999999999999899","1.6","3.7","3.6","1.2",6.8,"2.5","0.83",7,"0.65","0.69","1.3","0.31","0.64","2.8","0.77","1.7","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17",74,93,"< 0.17","< 0.17","0.31","0.82",5.09999999999999,"1.3",7.5,"< 0.16","1.7","0.32","< 0.17","< 0.17","1.4","0.52","0.21","< 0.17","< 0.17","< 0.17","4.2","< 0.17","< 0.17","< 0.17","< 0.17",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",137.822,9.9964,-0.17912,0.094443,11.437,-0.050213,0.081003,107.755,43.1605,-0.25449,0.36234,-21.6839,0.038265,0.040037,48.618,0.88216,0.60833,0.17219,13.195,-0.091715,0.090516
"61","16DU-TW_Dfp05","119-3560","PS3441","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Turning Basin Armored","Delta",NA,"fry/parr",60.722,2.58,0,5,100,"Wild","Spring 2016",1.314415513896,"0.26","< 0.21","< 0.22","< 0.22","< 0.22","0.28999999999999898","0.28999999999999898","< 0.21","< 0.22","< 0.22","< 0.22","0.34","0.89","1.8","< 0.22","0.31","< 0.22","< 0.22","0.25","0.61","0.76","0.67","0.4","0.51","0.57999999999999896","0.99","0.7","0.79","0.4","< 0.22","0.66","1","1.4","2.1","0.87","1.8","1.9","0.55000000000000004",3.4,"1.5","0.52",3.8,"0.24","0.3","0.49","< 0.22","0.28999999999999898","1.1000000000000001","0.38","0.94","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22","< 0.22",30,38,"< 0.22","< 0.22","< 0.22","0.5",7.1,"0.44",8,"< 0.22","1.7","0.28000000000000003","< 0.22","< 0.22","0.82","0.4","< 0.22","< 0.22","< 0.22","< 0.22","3.2","< 0.22","< 0.22","< 0.22","< 0.22",NA,NA,"JuvChinC",2016-11-08,2016-12-15,"2016_Juvenile_Chinook",200.875,12.1344,-0.17912,0.094443,11.6987,-0.050213,0.081003,135.693,45.2877,-0.25449,0.36234,-21.2531,0.038265,0.040037,56.188,0.9851,0.60833,0.17219,13.0181,-0.091715,0.090516
"62","16NQ-TW_Dp04r2","119-3584","PS3443","Whole Body Minus Guts","Chinook salmon","South","Nisqually","NEEM 1","Delta",NA,"parr",97.77,12.3333333333333,3,0,0,"Hatchery","Spring 2016",2.73014305158788,"0.33","< 0.22","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.44","0.44","< 0.23","0.36","< 0.23","< 0.23","< 0.23","0.46","0.53","0.5","0.34","0.32","0.33","0.5","0.34","0.44","< 0.23","< 0.23","0.3","0.53","0.65","0.99","0.3","0.86","0.74","< 0.23",1.5,"0.81","0.23",1.8,"< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.41","< 0.23","0.46","< 0.23","1.3","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23",15,17,"< 0.23","< 0.23","< 0.23","0.6",2.2,"< 0.23",2.8,"< 0.23","< 0.23","0.94","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","< 0.23","0.94","< 0.23","< 0.23","< 0.23","< 0.23",NA,NA,"JuvChinC",2016-11-21,2016-12-16,"2016_Juvenile_Chinook",168.354,12.1053,-0.17912,0.094443,12.8538,-0.050213,0.081003,118.48,47.0697,-0.25449,0.36234,-18.3539,0.038265,0.040037,53.789,0.91912,0.30153,0.52416,14.0196,-0.15502,0.039959
"63","16NQ-TW_Dp05","119-3585","PS3443","Whole Body Minus Guts","Chinook salmon","South","Nisqually","Nugies","Delta",NA,"parr",102.8125,13.4,4,0,0,"Hatchery","Spring 2016",1.82603367465691,"< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.35","0.35","< 0.21","0.31","< 0.21","< 0.21","< 0.21","0.48","0.57999999999999896","0.55000000000000004","0.38","0.31","0.34","0.5","0.33","0.46","< 0.21","< 0.21","0.3","0.52","0.63","0.99","0.3","0.85","0.75","< 0.22",1.5,"0.8","0.22",1.7,"< 0.21","< 0.21","< 0.22","< 0.22","< 0.22","0.46","< 0.21","0.47","< 0.22","2.6","< 0.22","< 0.22","< 0.21","< 0.21","< 0.22","< 0.21",16,17,"< 0.21","< 0.22","< 0.21","0.56999999999999895",2.29999999999999,"0.22",3.1,"< 0.21","0.66","0.26","< 0.22","< 0.21","0.25","< 0.21","< 0.21","< 0.21","< 0.22","< 0.22","1.2","< 0.21","< 0.21","< 0.21","< 0.22",NA,NA,"JuvChinC",2016-11-21,2016-12-16,"2016_Juvenile_Chinook",152.817,11.8047,-0.17912,0.094443,12.5204,-0.050213,0.081003,102.215,43.6519,-0.25449,0.36234,-17.5344,0.038265,0.040037,59.091,0.96558,0.30153,0.52416,14.5202,-0.15502,0.039959
"64","16NQ-TW_Dp06","119-3586","PS3443","Whole Body Minus Guts","Chinook salmon","South","Nisqually","Luhr Beach","Delta",NA,"parr",78.714,6.34,5,0,0,"Hatchery","Spring 2016",1.44017299639042,"< 0.18","< 0.17","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","0.26","0.34","0.6","< 0.18","0.87","< 0.18","< 0.18","< 0.18","0.38","0.5","0.44","0.31","0.31","0.36","0.52","0.34","0.44","0.19","< 0.18","0.31","0.64","0.69","1.1000000000000001","0.32","0.99","0.82","0.25",1.8,"0.97","0.27",2,"< 0.18","< 0.18","0.23","< 0.18","0.19","0.6","0.19","0.64","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18",16,20,"< 0.18","< 0.18","< 0.18","0.72",3.5,"0.28000000000000003",4.5,"< 0.18","0.73","0.32","< 0.18","< 0.18","0.21","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","1.3","< 0.18","< 0.18","< 0.18","< 0.18",NA,NA,"JuvChinC",2016-11-21,2016-12-16,"2016_Juvenile_Chinook",153.762,12.319,-0.17912,0.094443,12.1141,-0.050213,0.081003,98.956,43.8441,-0.25449,0.36234,-19.1854,0.038265,0.040037,60.404,1.0264,0.30153,0.52416,14.7681,-0.15502,0.039959
